"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","HP_RAGGED_RED_MUSCLE_FIBERS",1.52214436592761e-16,1.7709062451592e-13,1.04762648849882,0.942929002938567,3.08007274551196,18,"MT-ND4; MT-CO3; MT-ND3; MT-ATP6; MT-CO2; MT-ATP8; MT-ND6; MT-CYB; MT-ND2; MT-ND5; MT-ND1; MT-CO1; MT-RNR1; MT-TL1"
"2","HP_EPISODIC_VOMITING",1.55350624713926e-17,2.76508523378668e-14,1.07686819261983,0.960477358254236,3.02692130290261,16,"MT-ND4; MT-CO3; MT-ND3; MT-ATP6; MT-CO2; MT-ND6; MT-CYB; MT-ND2; MT-ND5; MT-ND1; MT-CO1; MT-TL1"
"3","HP_MITOCHONDRIAL_INHERITANCE",1.0846077788682e-15,1.10413071888782e-12,1.01754479730988,0.955802370627181,2.94248308144462,15,"MT-ND4; MT-CO3; MT-ATP6; MT-CO2; MT-ND6; MT-CYB; MT-ND2; MT-ND5; MT-ND1; MT-ND4L; MT-CO1; MT-TL1"
"4","HP_MITOCHONDRIAL_MYOPATHY",1.3778796273224e-12,6.23413982495202e-10,0.910119734774459,0.834073681547799,2.93288837231822,25,"MT-ND4; MT-CO3; MT-ND3; MT-ATP6; MT-CO2; MT-ND6; MT-CYB; MT-ND2; MT-ND5; MT-ND1; MT-CO1; MT-TL1"
"5","HP_SENSORIMOTOR_NEUROPATHY",6.82129907208712e-12,2.64536474490845e-09,0.887074988399873,0.846658749142895,2.92965210293648,23,"MT-ND4; MT-CO3; MT-ND3; MT-ATP6; MT-CO2; MT-ND6; MT-ND2; MT-ND5; MT-ND1; MT-CO1; MT-TL1"
"6","HP_ABNORMALITY_OF_THE_MITOCHONDRION",3.17000541814899e-13,1.95235290659493e-10,0.932595211336209,0.739831974874558,2.9169584328018,41,"MT-ND4; MT-CO3; MT-ND3; MT-ATP6; MT-CO2; MT-ND6; MT-CYB; MT-ND2; MT-ND5; MT-ND1; MT-ND4L; MT-CO1; MT-TL1; NDUFA12; SLC25A10; PDP1; NDUFA2; DNMT1"
"7","HP_VENTRICULAR_PREEXCITATION",4.81563499708432e-14,3.56532103784134e-11,0.965327754226083,0.941132123508268,2.89732002758058,15,"MT-ND4; MT-CO3; MT-ATP6; MT-CO2; MT-ND6; MT-CYB; MT-ND2; MT-ND5; MT-ND1; MT-ND4L; MT-CO1; MT-TL1"
"8","KEGG_PARKINSONS_DISEASE",1.54819781907445e-12,6.63606475712756e-10,0.910119734774459,0.688564394654025,2.8768727891672,51,"MT-ND4; MT-CO3; MT-ND3; MT-ATP6; MT-CO2; MT-ATP8; MT-ND6; MT-CYB; MT-ND2; MT-ND5; MT-ND1; MT-ND4L; MT-CO1; UBE2J2; SDHC; NDUFB4; NDUFA2; COX5B; NDUFA3; COX6C; SLC25A5; NDUFC2; NDUFA6; NDUFA1; CYC1; UQCR10; UBE2L6; NDUFB3; NDUFV1; COX7C"
"9","HP_MUSCLE_ABNORMALITY_RELATED_TO_MITOCHONDRIAL_DYSFUNCTION",7.86144499337776e-12,2.91016400118493e-09,0.875325132024659,0.802095058345658,2.87652462732567,27,"MT-ND4; MT-CO3; MT-ND3; MT-ATP6; MT-CO2; MT-ND6; MT-CYB; MT-ND2; MT-ND5; MT-ND1; MT-CO1; MT-TL1; SLC25A10"
"10","WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA",4.82188566580634e-13,2.61796245748845e-10,0.921426003494898,0.68991059583076,2.86642422126286,50,"MT-ND4; MT-CO3; MT-ND3; MT-ATP6; MT-CO2; MT-ATP8; MT-ND6; MT-CYB; MT-ND2; MT-ND5; MT-ND1; MT-ND4L; MT-CO1; NDUFA12; SDHC; NDUFB4; NDUFA2; ATP5IF1; COX5B; NDUFA3; COX6C; SLC25A5; NDUFC2; NDUFA6; NDUFA1; UQCR10"
