"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","IBRAHIM_NRF2_UP",8.97967851671022e-26,7.31305018400881e-22,1.31888879607587,0.599217919458369,3.14887883260051,155,"SRXN1; TSR1; CEBPG; CORO1C; DDX21; TRIB3; MTHFD2; ASNS; WDR43; SLC1A5; HKDC1; GCLM; GSR; DKC1; SLC16A1; SPX; WARS1; GARS1; AIFM2; TFRC; SLC1A4; MARS1; NR0B1; EIF2S2; KCMF1; TXNRD1; LYAR; SLC39A14; APCDD1L-DT; YARS1; ODC1; SLC6A15; RRAS2; NCOA7; MYC; AK4; F2RL2; MSANTD3; SLC7A11; KPNA4; GBE1; NSUN2; CARS1; ZPR1; ZNF697; CFAP97; RTN4; ERO1A; ALDH2; FTH1; HSPA8; NARS1; ALDH1L2; SERPINE2; FTL; SET; TMEM33; SLC25A32; GHITM; REPS1; ESF1; LUCAT1; CD44; NRG1; GFPT1; TARS1; HSPA9; EIF3J; XPOT; HSPA5; DNAJC10; ASPH; SLC3A2; PPP2CB; NOLC1; GPAT3; FERMT2; NLN; PEA15; TM9SF3; GTF2E2; CEP20; MGST1; IL6R; SLC16A7; OXCT1; MRPS30; KIF21A; SLC48A1; CLIP1; TRIM16L; EIF2A; FYTTD1; MTIF2; NCL; EIF3D; PTP4A2; FKBP14; ZZZ3; SLC7A5; GGNBP2; TRIM44; PRPF40A; NUP43; BAG3; IL27RA"
"2","GOBP_NCRNA_METABOLIC_PROCESS",3.09529213089929e-22,1.26040295570219e-18,1.22105375677186,0.592410316805718,3.04274577065168,135,"ADAT2; TSR1; DDX21; WDR43; DCAF13; SNAPC1; RPL27; POP1; ELL2; ZNHIT6; DKC1; DDX18; RPS24; XPO5; BYSL; WARS1; GARS1; MARS1; RPL5; NIFK; PDCD11; UTP3; LYAR; IARS1; YARS1; RPS8; SARS1; RPF2; NSUN2; TCOF1; CARS1; GAR1; GRSF1; TRMT6; MPHOSPH6; FBL; BOP1; NARS1; ZC3H8; WDR4; DUS4L; RRP15; USP36; NARS2; NSUN5; DARS1; RRS1; NOP2; EXOSC7; PA2G4; ENSG00000275464; CAVIN1; RIOK1; ESF1; FARSB; EBNA1BP2; TARS1; PUS1; SMAD3; MARS2; NOLC1; AARS1; GTF3A; EMG1; RPL26; FARSA; SLX9; RRP9; EPRS1; BUD23; GTPBP4; TSEN54; NOP56; POLR3K; NOP58; IMP4; MRTO4; DHX37; UTP18; MPHOSPH10; AARSD1; POP4; RPS6; NOP9; NCL"
"3","BLUM_RESPONSE_TO_SALIRASIB_UP",1.96102198334718e-16,1.63756674461741e-13,1.04762648849882,0.596090385975818,2.92918577219319,99,"KRT34; CEBPG; TRIB3; PTX3; MTHFD2; ASNS; SLC1A5; PSAT1; GADD45A; ELL2; ATF4; SSR3; CD55; SHMT2; WARS1; NAMPT; GARS1; MARS1; EIF2S2; NFKBIA; OGT; KCMF1; IARS1; PHGDH; RSL24D1; SARS1; CBS; EIF1; KPNA4; CARS1; ZPR1; CSTA; PFDN2; CTH; EIF4EBP1; BCAT1; NARS1; DUS4L; STC2; ANK2; RAB32; GHITM; GFPT1; TARS1; ATF3; HSPA9; XPOT; RRN3; SIAH2; AARS1; ARHGEF2; PEA15; EPRS1; GOT1; DNAJA3; TNFAIP3; YKT6; SNHG32; COX7A2L; CBX4; MTIF2; RAD50; PTP4A2; DAP3; DCTD; RELB; QSOX1; RPL12; ATF5; EIF3H; SPHK1"
"4","GOBP_RIBOSOME_BIOGENESIS",2.01076466676991e-16,1.63756674461741e-13,1.04762648849882,0.575445811563868,2.87747006625349,108,"TSR1; NOP16; DDX21; WDR43; DCAF13; RPL27; ZNHIT6; DKC1; DDX18; RPS24; BYSL; NPM1; RPL5; RIOX2; NIFK; PDCD11; UTP3; URB2; LYAR; RPL26L1; RPS8; RSL24D1; RPF2; ABCE1; GAR1; MPHOSPH6; FBL; BOP1; RRP15; USP36; NSUN5; RRS1; NOP2; EXOSC7; PA2G4; ENSG00000275464; RIOK1; ESF1; EBNA1BP2; RRN3; NOLC1; GTF3A; EMG1; RAN; RPL26; SLX9; RRP9; NMD3; RPL6; BUD23; GTPBP4; NOP56; NOP58; IMP4; MRTO4; DHX37; UTP18; MPHOSPH10; POP4; EIF2A; RPS6; NOP9; RPL7; RPL14; WDR18; KRR1; LSM6; EXOSC5; C1QBP; FCF1; SNU13; SBDS; BMS1; MALSU1; NHP2; RPL11; REXO4"
"5","GOBP_RRNA_METABOLIC_PROCESS",5.01618608066663e-15,3.14244764930377e-12,0.996986217533181,0.595441535151501,2.87360810256969,89,"TSR1; DDX21; WDR43; DCAF13; RPL27; ZNHIT6; DKC1; DDX18; RPS24; BYSL; MARS1; RPL5; NIFK; PDCD11; UTP3; LYAR; RPS8; RPF2; TCOF1; GAR1; MPHOSPH6; FBL; BOP1; RRP15; USP36; NSUN5; RRS1; NOP2; EXOSC7; PA2G4; ENSG00000275464; CAVIN1; RIOK1; ESF1; EBNA1BP2; NOLC1; GTF3A; EMG1; RPL26; SLX9; RRP9; BUD23; GTPBP4; NOP56; NOP58; IMP4; MRTO4; DHX37; UTP18; MPHOSPH10; POP4; RPS6; NOP9; NCL; RPL7; RPL14; WDR18; KRR1; LSM6; EXOSC5; FCF1; SNU13; SBDS; BMS1; NHP2; RPL11; REXO4"
"6","IBRAHIM_NRF1_UP",2.87428858088898e-17,2.92602577534498e-14,1.06720998682811,0.564543319044021,2.86637820689849,127,"TSR1; NOP16; DDX21; MTHFD2; UAP1; SMS; SLC1A5; POP1; GCLM; DKC1; PTPN11; SLC16A1; NAMPT; CCT8; EIF2S2; KCMF1; FAM98A; LYAR; SLC39A14; YARS1; SP140; CYTOR; TCP1; ABCE1; SLC7A11; PPIF; NRIP3; ANAPC1; NSUN2; GNPNAT1; CCT2; RTN4; ALDH2; FTH1; TRMT6; HSPA8; NARS1; SERPINE2; FTL; SET; TMEM33; CDV3; DNAJC2; RIOK1; ESF1; CACYBP; INTS13; GFPT1; HSPA9; EIF3J; XPOT; HSPA5; DNAJC10; PPP2CB; NOLC1; TNPO3; HNRNPH1; NACA; TM9SF3; MGST1; GTPBP4; C9orf78; MPHOSPH10; HSPD1; CLIP1; GRPEL1; MAGEA3; FYTTD1; YRDC; DYNLL2; BNIP3; SLC2A1; FKBP14; SLC7A5; CDC37"
"7","GOBP_NCRNA_PROCESSING",2.48847412930028e-15,1.68884444241846e-12,1.00731795687447,0.571925618498475,2.85389341545852,105,"ADAT2; TSR1; DDX21; WDR43; DCAF13; RPL27; POP1; ZNHIT6; DKC1; DDX18; RPS24; BYSL; RPL5; NIFK; PDCD11; UTP3; LYAR; RPS8; SARS1; RPF2; NSUN2; GAR1; GRSF1; TRMT6; MPHOSPH6; FBL; BOP1; WDR4; DUS4L; RRP15; USP36; NSUN5; RRS1; NOP2; EXOSC7; PA2G4; ENSG00000275464; RIOK1; ESF1; EBNA1BP2; PUS1; SMAD3; NOLC1; AARS1; EMG1; RPL26; SLX9; RRP9; BUD23; GTPBP4; TSEN54; NOP56; POLR3K; NOP58; IMP4; MRTO4; DHX37; UTP18; MPHOSPH10; POP4; RPS6; NOP9; RPL7; TSEN15; RPL14; WDR18; KRR1; LSM6; EXOSC5; FCF1; SNU13; SBDS; BMS1; TARBP1; NHP2; RPL11; REXO4; THUMPD1"
"8","GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",1.33887291114879e-17,1.55768299834225e-14,1.0864405425825,0.562917534540608,2.85335343596505,128,"TSR1; NOP16; DDX21; WDR43; DCAF13; RPL27; ZNHIT6; DKC1; DDX18; RPS24; BYSL; NPM1; RPL5; RIOX2; NIFK; PDCD11; EIF2S2; UTP3; URB2; LYAR; RPL26L1; RPS8; RSL24D1; RPF2; ABCE1; GAR1; MPHOSPH6; FBL; BOP1; RUVBL1; RRP15; USP36; NSUN5; NOPCHAP1; RRS1; NOP2; EXOSC7; PA2G4; ENSG00000275464; RIOK1; ESF1; TAF9; EBNA1BP2; RRN3; TXNL4A; NOLC1; GTF3A; EMG1; RAN; RPL26; SLX9; SNRPD1; RRP9; NMD3; RPL6; BUD23; GTPBP4; NOP56; NOP58; IMP4; MRTO4; DHX37; UTP18; MPHOSPH10; POP4; EIF2A; RPS6; NOP9; EIF3A; RPL7; RPL14; WDR18; KRR1; LSM6; LUC7L3; EXOSC5; C1QBP; FCF1; SNU13; ISY1; SBDS; BMS1; MALSU1; NHP2; RPL11; REXO4"
"9","GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA",3.52957912489371e-13,1.694733087866e-10,0.932595211336209,0.616160009710792,2.82346987167818,70,"DDX21; POLR3G; RNASEH1; POP1; DDX18; WARS1; GARS1; MARS1; REXO2; IARS1; YARS1; SARS1; NSUN2; CARS1; FBL; NARS1; WDR4; DUS4L; NARS2; NSUN5; DARS1; NOP2; EXOSC7; FARSB; TARS1; PUS1; ERN1; MARS2; AARS1; EMG1; FARSA; EPRS1; BUD23; POLR1C; POLR3K; MRPL58; DHX37; POLR3E; AARSD1; POP4"
"10","HALLMARK_MYC_TARGETS_V2",2.92448170284262e-10,7.00499381998539e-08,0.814035837847908,0.732703885928768,2.78244650478027,30,"NOP16; WDR43; DDX18; BYSL; NPM1; RABEPK; MYC; TCOF1; GNL3; HK2; SRM; NOP2; PA2G4; AIMP2; IPO4; PUS1; NOLC1; FARSA; RRP9; NOP56; IMP4; MRTO4; SLC19A1; MPHOSPH10; HSPD1"
