"","ID","logFC","logCPM","F","PValue","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Function..CC.","Gene.Names..primary.","Gene.Ontology..GO.","Interacts.with","Subcellular.location..CC.","Ensembl","FDR"
"906","ATP1B1",0.660992577204919,7.70348325614711,24.9552013176864,2.19927630775203e-06,"P05026","P05026","reviewed","AT1B1_HUMAN","Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1)","ATP1B1 ATP1B","FUNCTION: This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane (PubMed:19694409). Plays a role in innate immunity by enhancing virus-triggered induction of interferons (IFNs) and interferon stimulated genes (ISGs). Mechanistically, enhances the ubiquitination of TRAF3 and TRAF6 as well as the phosphorylation of TAK1 and TBK1 (PubMed:34011520). {ECO:0000269|PubMed:19694409, ECO:0000269|PubMed:34011520}.; FUNCTION: Involved in cell adhesion and establishing epithelial cell polarity. {ECO:0000269|PubMed:19694409}.","ATP1B1","apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; caveola [GO:0005901]; extracellular exosome [GO:0070062]; extracellular vesicle [GO:1903561]; intercalated disc [GO:0014704]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; organelle membrane [GO:0031090]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; sodium:potassium-exchanging ATPase complex [GO:0005890]; sperm flagellum [GO:0036126]; T-tubule [GO:0030315]; ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; MHC class II protein complex binding [GO:0023026]; P-type sodium:potassium-exchanging transporter activity [GO:0005391]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; protein-macromolecule adaptor activity [GO:0030674]; ATP metabolic process [GO:0046034]; cardiac muscle contraction [GO:0060048]; cation transmembrane transport [GO:0098655]; cell adhesion [GO:0007155]; cell communication by electrical coupling involved in cardiac conduction [GO:0086064]; cellular calcium ion homeostasis [GO:0006874]; cellular potassium ion homeostasis [GO:0030007]; cellular sodium ion homeostasis [GO:0006883]; establishment or maintenance of transmembrane electrochemical gradient [GO:0010248]; innate immune response [GO:0045087]; membrane repolarization [GO:0086009]; membrane repolarization during cardiac muscle cell action potential [GO:0086013]; positive regulation of ATP-dependent activity [GO:0032781]; positive regulation of calcium:sodium antiporter activity [GO:1903281]; positive regulation of P-type sodium:potassium-exchanging transporter activity [GO:1903408]; positive regulation of potassium ion import across plasma membrane [GO:1903288]; positive regulation of potassium ion transmembrane transporter activity [GO:1901018]; positive regulation of sodium ion export across plasma membrane [GO:1903278]; potassium ion import across plasma membrane [GO:1990573]; protein localization to plasma membrane [GO:0072659]; protein stabilization [GO:0050821]; protein transport into plasma membrane raft [GO:0044861]; proton transmembrane transport [GO:1902600]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of gene expression [GO:0010468]; relaxation of cardiac muscle [GO:0055119]; response to hypoxia [GO:0001666]; sodium ion export across plasma membrane [GO:0036376]; sodium ion transmembrane transport [GO:0035725]","P30556; P05067; P05023; Q8IZU9; P02730; PRO_0000033087 [P61278]; O76024","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:34011520}; Single-pass type II membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000250|UniProtKB:P07340}; Single-pass type II membrane protein {ECO:0000255}. Cell membrane, sarcolemma {ECO:0000250|UniProtKB:P14094}. Note=Colocalizes with OBSCN at the intercalated disk and sarcolemma in cardiomyocytes. Localizes in long striations at the level of Z and M lines. {ECO:0000250|UniProtKB:P14094}.","ENST00000367815.9 [P05026-1];ENST00000367816.5 [P05026-1];ENST00000689522.1 [P05026-1];ENST00000690184.1 [P05026-1];",0.00186995858584342
"1202","BNIP3",0.890556893267657,5.62210493437852,22.6074262379068,6.00330249205015e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00451540705902049
"9541","FAM111B",0.715919001113729,7.80012972468898,26.0481404710569,1.38771191748201e-06,"Q6SJ93","Q6SJ93","reviewed","F111B_HUMAN","Serine protease FAM111B (EC 3.4.21.-) (Cancer-associated nucleoprotein)","FAM111B CANP","FUNCTION: Serine protease. {ECO:0000250|UniProtKB:Q96PZ2}.","FAM111B","chromatin [GO:0000785]; nucleus [GO:0005634]; peptidase activity [GO:0008233]; DNA replication [GO:0006260]; proteolysis [GO:0006508]","P50570-2; P28799; P42858; Q01105; Q01105-2; O76024","","ENST00000343597.4 [Q6SJ93-1];ENST00000411426.1 [Q6SJ93-2];ENST00000529618.5 [Q6SJ93-2];ENST00000620384.1 [Q6SJ93-1];",0.00142832075043569
"10343","GOPC",0.677498447443787,6.85369368912623,22.8350460941463,5.44135733353606e-06,"Q9HD26","Q9HD26","reviewed","GOPC_HUMAN","Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10) (PIST)","GOPC CAL FIG","FUNCTION: Plays a role in intracellular protein trafficking and degradation (PubMed:11707463, PubMed:14570915, PubMed:15358775). May regulate CFTR chloride currents and acid-induced ASIC3 currents by modulating cell surface expression of both channels (By similarity). May also regulate the intracellular trafficking of the ADR1B receptor (PubMed:15358775). May play a role in autophagy (By similarity). Together with MARCHF2 mediates the ubiquitination and lysosomal degradation of CFTR (PubMed:23818989). Overexpression results in CFTR intracellular retention and lysosomaldegradation in the lysosomes (PubMed:11707463, PubMed:14570915). {ECO:0000250|UniProtKB:Q8BH60, ECO:0000269|PubMed:11707463, ECO:0000269|PubMed:14570915, ECO:0000269|PubMed:15358775, ECO:0000269|PubMed:23818989}.","GOPC","anchoring junction [GO:0070161]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi-associated vesicle membrane [GO:0030660]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; trans-Golgi network transport vesicle [GO:0030140]; identical protein binding [GO:0042802]; transmembrane transporter binding [GO:0044325]; apical protein localization [GO:0045176]; cytoplasmic sequestering of CFTR protein [GO:0043004]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi to plasma membrane transport [GO:0006893]; negative regulation of anion channel activity [GO:0010360]; negative regulation of protein localization to cell surface [GO:2000009]; protein transport [GO:0015031]","Q9H9L7; Q16520; Q0P5P2; Q68D86; P13569; Q12882; Q86YD7; P15408; P08631; V9HWD0; P05412; Q6UWP7; Q8WVZ3; Q9BYD6; Q15746; Q8IZQ8; Q99497; Q7Z2X4; Q2TAK8-2; Q96D59; Q9BWG1; Q9NTN9; Q9H1K4; Q7LBE3-1; Q6RVD6; O43805; Q14849; P04004; Q6ZSB9; Q32MK9; Q8TBZ8; Q9P0T4; Q96SQ5; Q8NBB4; Q9R0W0; Q7Z3C6-3; Q68D86; E9PSE9; Q8IZU0; P55040; P08631-2; Q15746-7; Q969R2-2; Q6NYC8; Q86X10; Q96D59; Q8N9S9-2; P04004; Q6ZSB9; Q8WTX9; Q9Y2P0","SUBCELLULAR LOCATION: Cytoplasm. Golgi apparatus membrane {ECO:0000269|PubMed:23818989}; Peripheral membrane protein. Golgi apparatus, trans-Golgi network membrane; Peripheral membrane protein. Synapse {ECO:0000250}. Postsynaptic density {ECO:0000250}. Cell projection, dendrite {ECO:0000250}. Note=Enriched in synaptosomal and postsynaptic densities (PSD) fractions. Expressed in cell bodies and dendrites of Purkinje cells. Localized at the trans-Golgi network (TGN) of spermatids and the medulla of round spermatides. {ECO:0000250}.","ENST00000052569.10 [Q9HD26-2];ENST00000368498.7 [Q9HD26-1];",0.00425644736058525
"11731","LDHA",0.638905641413789,9.81049508139961,26.8083191717164,1.00995637556654e-06,"F5H6W8","F5H6W8","unreviewed","F5H6W8_HUMAN","L-lactate dehydrogenase A chain","LDHA","","LDHA","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carboxylic acid metabolic process [GO:0019752]","","","ENST00000539814.5;",0.00116180628709289
"12393","MFSD1",0.923575899582773,5.66275329310797,28.3873525937649,5.25356534734178e-07,"Q9H3U5","Q9H3U5","reviewed","MFSD1_HUMAN","Major facilitator superfamily domain-containing protein 1 (Smooth muscle cell-associated protein 4) (SMAP-4)","MFSD1 SMAP4 UG0581B09","FUNCTION: Lysosomal transporter which is essential for liver homeostasis. Required to maintain stability and lysosomal localization of GLMP. {ECO:0000250|UniProtKB:Q9DC37}.","MFSD1","integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; protein homodimerization activity [GO:0042803]; transmembrane transporter activity [GO:0022857]; protein localization to lysosome [GO:0061462]; protein stabilization [GO:0050821]","","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250|UniProtKB:Q9DC37}; Multi-pass membrane protein {ECO:0000255}.","ENST00000264266.12 [Q9H3U5-1];ENST00000392813.8 [Q9H3U5-5];ENST00000415822.8 [Q9H3U5-1];ENST00000480292.5 [Q9H3U5-2];ENST00000484166.5 [Q9H3U5-2];ENST00000622669.4 [Q9H3U5-6];",0.000642117024578849
"12723","MT-ATP6",0.962625863792929,12.9977862940727,46.2560979998916,1.73791942823664e-09,"P00846","P00846","reviewed","ATP6_HUMAN","ATP synthase subunit a (F-ATPase protein 6)","MT-ATP6 ATP6 ATPASE6 MTATP6","FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Key component of the proton channel; it may play a direct role in the translocation of protons across the membrane.","MT-ATP6","integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton transmembrane transporter activity [GO:0015078]; aging [GO:0007568]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hyperoxia [GO:0055093]","","SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.","ENST00000361899.2;",1.13289174461986e-05
"12726","MT-CO2",0.730763934424757,11.6832921517068,29.9601562146016,2.76290466991534e-07,"P00403","P00403","reviewed","COX2_HUMAN","Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)","MT-CO2 COII COX2 COXII MTCO2","FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of subunit 2 and heme A of subunit 1 to the active site in subunit 1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000250|UniProtKB:P00410}.","MT-CO2","integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]; copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]; ATP synthesis coupled electron transport [GO:0042773]; cellular respiration [GO:0045333]; lactation [GO:0007595]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of hydrogen peroxide biosynthetic process [GO:0010729]; positive regulation of necrotic cell death [GO:0010940]; response to cold [GO:0009409]","Q9NZ94-2; P49281-3","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","ENST00000361739.1;",0.000385938312320459
"12727","MT-CO3",0.830335641567841,12.3278637207992,38.2846452478725,1.04725784994656e-08,"P00414","P00414","reviewed","COX3_HUMAN","Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)","MT-CO3 COIII COXIII MTCO3","FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of subunit 2 and heme A of subunit 1 to the active site in subunit 1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000250|UniProtKB:P00420}.","MT-CO3","integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; respiratory chain complex IV assembly [GO:0008535]","P37840","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","ENST00000362079.2;",3.41336241892583e-05
"12728","MT-CYB",1.28414183025272,11.5870600706108,41.3397968981135,9.77541094633443e-08,"P00156","P00156","reviewed","CYB_HUMAN","Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)","MT-CYB COB CYTB MTCYB","FUNCTION: Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex) that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis. {ECO:0000250|UniProtKB:P00157}.","MT-CYB","integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]","","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00157}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P00157}.","ENST00000361789.2;",0.000182689405611995
